t_index 	term                	df 
9969    	sonar               	2  
9970    	song                	3  
9971    	songwrit            	3  
9972    	sonia               	3  
9973    	sonni               	1  
9974    	sooner              	5  
9975    	sooooo              	1  
9976    	soot                	1  
9977    	sooti               	1  
9978    	sop                 	1  
9979    	sophist             	22 
9980    	sordid              	1  
9981    	sore                	8  
9982    	sorrow              	3  
9983    	sort                	53 
9984    	sorti               	1  
9985    	sosonati            	7  
9986    	soto                	3  
9987    	souc                	1  
9988    	sought              	50 
9989    	soul                	4  
9990    	soumaila            	1  
9991    	sound               	56 
9992    	soundli             	3  
9993    	soundproof          	1  
9994    	soup                	4  
9995    	sour                	2  
9996    	sourc               	93 
9997    	south               	124
9998    	southeast           	35 
9999    	southeastern        	10 
10000   	southern            	67 
10001   	southwest           	19 
10002   	southwestern        	6  
10003   	souvenir            	2  
10004   	sovereign           	2  
10005   	sovereignti         	8  
10006   	soviet              	32 
10007   	soxon               	1  
10008   	sp                  	2  
10009   	space               	20 
10010   	spaciou             	1  
10011   	spain               	20 
10012   	span                	7  
10013   	spangl              	1  
10014   	spaniard            	2  
10015   	spaniel             	1  
10016   	spanish             	20 
10017   	spare               	9  
10018   	spark               	18 
10019   	spasski             	2  
10020   	spat                	1  
10021   	spate               	3  
10022   	spatter             	1  
10023   	speak               	132
10024   	speaker             	19 
10025   	spear               	8  
10026   	spearhead           	3  
10027   	speci               	1  
10028   	special             	111
10029   	specialist          	21 
10030   	specif              	45 
10031   	spectacl            	3  
10032   	spectacular         	4  
10033   	spectat             	7  
10034   	specter             	3  
10035   	spectrum            	1  
10036   	specul              	44 
10037   	sped                	4  
10038   	speech              	62 
10039   	speed               	55 
10040   	speedboat           	1  
10041   	speedi              	1  
10042   	speedskat           	1  
10043   	spell               	9  
10044   	spenc               	3  
10045   	spencer             	6  
10046   	spend               	57 
10047   	spent               	74 
10048   	sperl               	2  
10049   	sphere              	1  
10050   	spi                 	7  
10051   	spielberg           	1  
10052   	spill               	4  
10053   	spin                	5  
10054   	spine               	2  
10055   	spiral              	4  
10056   	spire               	1  
10057   	spirit              	18 
10058   	spiritu             	3  
10059   	spite               	5  
10060   	splash              	2  
10061   	splashdown          	1  
10062   	splatter            	2  
10063   	splint              	1  
10064   	splinter            	3  
10065   	splinz              	1  
10066   	split               	23 
10067   	spode               	1  
10068   	spoil               	11 
10069   	spoiler             	3  
10070   	spokan              	1  
10071   	spoke               	76 
10072   	spoken              	23 
10073   	spokesman           	184
10074   	spokesmen           	4  
10075   	spokeswoman         	28 
10076   	sponsor             	22 
10077   	sponsorship         	2  
10078   	spontan             	4  
10079   	spook               	1  
10080   	sporad              	1  
10081   	sport               	59 
10082   	sportsmen           	1  
10083   	spot                	33 
10084   	spotlight           	14 
10085   	spotti              	6  
10086   	spous               	7  
10087   	spragu              	1  
10088   	sprai               	6  
10089   	spraig              	1  
10090   	sprain              	7  
10091   	sprawl              	8  
10092   	spread              	53 
10093   	spree               	2  
10094   	spring              	28 
10095   	springfield         	3  
10096   	sprinkl             	2  
10097   	sprint              	5  
10098   	sprout              	2  
10099   	spruanc             	1  
10100   	sprung              	2  
10101   	spun                	1  
10102   	spur                	5  
10103   	spy                 	72 
10104   	spymast             	19 
10105   	squabbl             	1  
10106   	squad               	23 
10107   	squadron            	1  
10108   	squall              	3  
10109   	squander            	2  
10110   	squar               	23 
10111   	squat               	1  
10112   	squatter            	3  
10113   	squeak              	2  
10114   	squeamish           	1  
10115   	squeez              	7  
10116   	squirrel            	2  
